               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.032966,           0.0089942,                   0,             0.89721,                 0.9,             0.92625,             0.54668,            0.028029,           0.0051417,                   0,            0.008515,            0.008515,            0.008515
                  32,            0.032776,           0.0085987,                   0,             0.94674,                 0.9,             0.90452,             0.52246,            0.031613,            0.005115,                   0,           0.0084655,           0.0084655,           0.0084655
                  33,            0.030776,           0.0083191,                   0,             0.97191,                 0.8,             0.89102,             0.41825,            0.036477,            0.005053,                   0,            0.008416,            0.008416,            0.008416
                  34,            0.034653,           0.0076131,                   0,                   1,             0.89142,             0.89824,              0.4256,            0.040059,           0.0048971,                   0,           0.0083665,           0.0083665,           0.0083665
                  35,            0.031974,           0.0078795,                   0,             0.96465,                 0.9,             0.89814,             0.53958,            0.028982,           0.0050259,                   0,            0.008317,            0.008317,            0.008317
                  36,            0.030178,           0.0074121,                   0,             0.96291,                 0.9,             0.89974,             0.42133,            0.038698,           0.0048599,                   0,           0.0082675,           0.0082675,           0.0082675
                  37,            0.031323,           0.0081886,                   0,             0.98484,                 0.9,             0.90125,             0.62743,            0.025307,            0.004807,                   0,            0.008218,            0.008218,            0.008218
                  38,             0.03014,             0.00741,                   0,             0.97443,                 0.9,             0.89998,             0.38829,            0.041454,           0.0046139,                   0,           0.0081685,           0.0081685,           0.0081685
                  39,            0.030171,           0.0069573,                   0,              0.9779,                 0.9,             0.89959,             0.62519,            0.027134,           0.0047231,                   0,            0.008119,            0.008119,            0.008119
                  40,            0.029032,           0.0070703,                   0,             0.88279,                 0.9,             0.88972,             0.55943,            0.036064,           0.0045877,                   0,           0.0080695,           0.0080695,           0.0080695
                  41,            0.028574,           0.0067364,                   0,             0.88415,                 0.9,             0.87856,             0.54425,            0.030724,           0.0045962,                   0,             0.00802,             0.00802,             0.00802
                  42,            0.028285,            0.006951,                   0,             0.89878,               0.889,             0.87935,             0.58364,            0.028177,           0.0047174,                   0,           0.0079705,           0.0079705,           0.0079705
                  43,            0.029009,           0.0062715,                   0,              0.8982,             0.88378,              0.8763,              0.5328,            0.030731,           0.0047994,                   0,            0.007921,            0.007921,            0.007921
                  44,             0.02808,           0.0073962,                   0,             0.79173,                 0.9,             0.86689,             0.57596,            0.027354,           0.0048065,                   0,           0.0078715,           0.0078715,           0.0078715
                  45,            0.028002,           0.0064129,                   0,             0.89602,                 0.9,             0.87616,             0.55253,            0.032832,           0.0046577,                   0,            0.007822,            0.007822,            0.007822
                  46,            0.028609,           0.0069653,                   0,             0.89142,                 0.9,             0.87797,             0.60819,            0.026487,           0.0045915,                   0,           0.0077725,           0.0077725,           0.0077725
                  47,            0.028204,           0.0066097,                   0,             0.88965,                 0.9,             0.87811,             0.43125,            0.037651,           0.0045519,                   0,            0.007723,            0.007723,            0.007723
                  48,            0.026213,           0.0063147,                   0,             0.89354,                 0.9,             0.89653,             0.65203,            0.024855,           0.0047913,                   0,           0.0076735,           0.0076735,           0.0076735
                  49,            0.026483,            0.006766,                   0,             0.88968,                 0.9,              0.8769,             0.39816,            0.038145,           0.0049639,                   0,            0.007624,            0.007624,            0.007624
                  50,            0.026808,           0.0058946,                   0,             0.88942,                 0.9,             0.87643,             0.61108,            0.023444,           0.0048966,                   0,           0.0075745,           0.0075745,           0.0075745
                  51,            0.025986,           0.0060197,                   0,             0.89201,                 0.9,             0.91286,             0.55321,            0.029321,           0.0045428,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.025647,           0.0056911,                   0,                   1,             0.89253,             0.91195,             0.65726,            0.025123,           0.0044746,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,            0.025769,           0.0058989,                   0,                   1,             0.89032,             0.91722,             0.47903,            0.033435,           0.0042715,                   0,            0.007426,            0.007426,            0.007426
                  54,            0.024883,           0.0058957,                   0,             0.98515,                 0.9,             0.90599,             0.66368,             0.02544,           0.0045028,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.025404,           0.0061587,                   0,             0.98279,                 0.9,             0.90471,             0.45824,            0.035241,           0.0045366,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.025653,            0.006051,                   0,             0.99319,                 0.9,             0.89959,             0.69037,            0.024133,           0.0045848,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.024155,           0.0062933,                   0,             0.99145,                 0.9,             0.89712,             0.61377,            0.026317,           0.0048265,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.024232,           0.0058522,                   0,             0.98724,                 0.9,             0.89696,             0.59569,            0.029329,           0.0044894,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.025486,           0.0058408,                   0,              0.9844,                 0.9,             0.89709,              0.5728,            0.027538,           0.0044827,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.024938,           0.0052364,                   0,             0.98522,                 0.9,             0.89711,             0.59587,            0.024884,           0.0043793,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.023999,           0.0049858,                   0,             0.98691,                 0.9,             0.89738,             0.56849,            0.027193,           0.0044026,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.023762,           0.0057653,                   0,             0.98518,                 0.9,             0.89756,             0.69996,             0.02227,           0.0042963,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.024932,           0.0056127,                   0,             0.98738,                 0.9,             0.89778,             0.55268,            0.029227,           0.0043316,                   0,            0.006931,            0.006931,            0.006931
                  64,            0.024864,           0.0058898,                   0,             0.98183,                 0.9,             0.89781,             0.68848,            0.022407,           0.0043225,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.023092,           0.0054991,                   0,             0.98483,                 0.9,             0.89795,             0.53859,            0.027989,           0.0044804,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.023169,           0.0055074,                   0,             0.98033,                 0.9,             0.89819,             0.63046,            0.024732,           0.0043149,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.022322,           0.0049498,                   0,             0.97193,                 0.9,             0.89791,             0.52845,            0.030783,           0.0044599,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.022887,           0.0051975,                   0,             0.98192,                 0.9,             0.89809,             0.61205,            0.024339,           0.0043306,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,             0.02344,           0.0051527,                   0,              0.9844,                 0.9,             0.89813,             0.56538,            0.028396,           0.0043764,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.022777,           0.0054109,                   0,             0.98196,                 0.9,             0.89809,             0.66722,            0.025908,           0.0044837,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.024481,           0.0048347,                   0,             0.97325,                 0.9,             0.89828,             0.55389,            0.028309,           0.0045981,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.021312,           0.0050853,                   0,             0.96568,                 0.8,             0.81034,             0.66903,            0.024723,           0.0044785,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.022313,           0.0050762,                   0,             0.96956,                 0.8,             0.80663,             0.52407,            0.029508,           0.0046086,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.021051,           0.0048834,                   0,                   1,             0.88167,             0.90038,             0.62317,            0.025653,           0.0045362,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.022131,           0.0052035,                   0,             0.99884,                 0.9,             0.89844,             0.53068,            0.028893,           0.0047021,                   0,            0.006337,            0.006337,            0.006337
                  76,            0.021837,           0.0053778,                   0,             0.98814,                 0.9,             0.89839,             0.64165,            0.026013,           0.0046282,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.021974,           0.0052656,                   0,             0.98429,                 0.9,              0.8983,             0.54029,            0.027621,           0.0047188,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.020559,           0.0047333,                   0,             0.98842,                 0.9,             0.89807,             0.67939,            0.025086,           0.0045795,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,             0.02107,           0.0049812,                   0,              0.9902,                 0.9,             0.89869,             0.56061,            0.029537,            0.004962,                   0,            0.006139,            0.006139,            0.006139
                  80,             0.02044,           0.0051614,                   0,             0.98949,                 0.9,             0.89916,             0.68007,            0.022587,            0.004632,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.020969,            0.005299,                   0,             0.98937,                 0.9,             0.89954,             0.60542,            0.024598,           0.0045748,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.020473,           0.0045238,                   0,             0.98963,                 0.9,             0.89938,             0.64937,            0.025915,           0.0047145,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.020637,            0.004563,                   0,             0.99057,                 0.9,             0.89942,             0.52561,            0.029612,           0.0045738,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.022625,           0.0053495,                   0,             0.99129,                 0.9,             0.89896,             0.63703,            0.025281,           0.0043669,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.020792,           0.0044525,                   0,             0.98833,                 0.9,             0.89906,             0.55281,            0.027602,           0.0043392,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.020014,           0.0044313,                   0,             0.97967,                 0.9,             0.89884,             0.70667,            0.023035,           0.0042653,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,            0.019023,           0.0045718,                   0,             0.98945,                 0.9,              0.8983,             0.58519,            0.026754,           0.0043912,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.020325,           0.0045268,                   0,              0.9805,                 0.9,             0.89913,             0.63217,            0.026427,            0.004425,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.020078,            0.004899,                   0,             0.98682,                 0.9,             0.89899,             0.64689,            0.025469,           0.0042672,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.018591,           0.0042964,                   0,             0.98766,                 0.9,             0.89981,              0.6257,            0.028215,            0.004334,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,            0.019317,           0.0044556,                   0,             0.98931,                 0.9,             0.89985,             0.61768,            0.025719,           0.0044155,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.018997,            0.004199,                   0,             0.99196,                 0.9,             0.89976,             0.53103,            0.029086,           0.0045414,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,            0.019856,           0.0045993,                   0,             0.99027,                 0.9,              0.8995,             0.63475,               0.025,           0.0044856,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.019233,           0.0044534,                   0,             0.99051,                 0.9,              0.8993,             0.60504,            0.027083,           0.0044618,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.018681,           0.0043804,                   0,              0.9877,                 0.9,             0.89909,             0.61204,              0.0273,           0.0043321,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.018952,           0.0046347,                   0,             0.98519,                 0.9,             0.89938,             0.59505,            0.026725,           0.0043597,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.019873,           0.0043367,                   0,             0.98534,                 0.9,             0.89934,             0.62583,            0.025082,           0.0042453,                   0,            0.005248,            0.005248,            0.005248
                  98,             0.01866,            0.004477,                   0,             0.98716,                 0.9,             0.89919,             0.61578,            0.028334,           0.0042276,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.018986,            0.004257,                   0,             0.98691,                 0.9,             0.89923,             0.65701,            0.024752,           0.0041904,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.018161,           0.0043213,                   0,             0.98597,                 0.9,             0.89899,             0.59918,            0.026127,           0.0042472,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.017027,           0.0041932,                   0,             0.98907,                 0.9,             0.89869,             0.66643,            0.024029,           0.0041614,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.018146,           0.0043746,                   0,             0.99012,                 0.9,             0.89841,             0.60226,            0.025965,             0.00423,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.019802,           0.0043096,                   0,             0.99068,                 0.9,             0.89887,             0.61691,            0.024918,           0.0042796,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.017122,            0.004418,                   0,             0.99171,                 0.9,             0.89864,              0.6402,            0.026717,           0.0041308,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.017584,           0.0039545,                   0,             0.99184,                 0.9,             0.89856,             0.68585,            0.022998,           0.0041022,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.017009,           0.0042695,                   0,             0.99219,                 0.9,             0.89913,             0.62435,             0.02721,           0.0041833,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.016957,           0.0044964,                   0,             0.99223,                 0.9,             0.89916,             0.66582,            0.023797,           0.0042281,                   0,            0.004753,            0.004753,            0.004753
                 108,             0.01771,           0.0045533,                   0,             0.99136,                 0.9,             0.89958,             0.59836,            0.025203,           0.0042787,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.017123,           0.0043112,                   0,             0.99141,                 0.9,             0.89927,             0.69547,            0.023553,           0.0044193,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.017868,           0.0049405,                   0,             0.99223,                 0.9,             0.89927,              0.6573,            0.023397,           0.0042415,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.015528,           0.0040684,                   0,             0.99249,                 0.9,             0.89934,              0.6815,             0.02282,            0.004107,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.016456,           0.0042576,                   0,             0.99262,                 0.9,             0.89934,             0.67537,            0.022751,           0.0041366,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.016552,           0.0039857,                   0,              0.9926,                 0.9,             0.89942,              0.6463,            0.025901,             0.00418,                   0,            0.004456,            0.004456,            0.004456
                 114,            0.015854,            0.004066,                   0,             0.99266,                 0.9,             0.89967,             0.63746,            0.025148,           0.0041714,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.015683,           0.0043365,                   0,             0.99318,                 0.9,             0.89995,             0.60312,            0.024982,           0.0041242,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.017324,           0.0043383,                   0,             0.99302,                 0.9,             0.89909,             0.68568,            0.023509,           0.0041499,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.015524,           0.0037078,                   0,             0.99298,                 0.9,              0.9001,             0.63106,            0.024695,           0.0041738,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.014964,           0.0038594,                   0,             0.99267,                 0.9,             0.90016,             0.64344,            0.025307,           0.0041165,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,             0.01521,           0.0038437,                   0,             0.99227,                 0.9,             0.90063,             0.65978,            0.024718,            0.004128,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.016326,           0.0042423,                   0,             0.99244,                 0.9,             0.90016,             0.64898,             0.02434,           0.0041647,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.016287,           0.0042512,                   0,             0.99124,                 0.9,             0.90096,             0.63885,             0.02631,           0.0043402,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.015558,           0.0037859,                   0,             0.99048,                 0.9,             0.90056,             0.63559,            0.025928,           0.0044117,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.016218,            0.004172,                   0,             0.99084,                 0.9,              0.9016,             0.60813,            0.028262,           0.0045242,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.017021,           0.0044758,                   0,             0.99125,                 0.9,             0.90111,             0.65241,            0.025575,           0.0043383,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.014855,           0.0038717,                   0,             0.99087,                 0.9,             0.90096,             0.65556,            0.025616,           0.0042143,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.013971,           0.0040083,                   0,              0.9908,                 0.9,             0.90135,             0.66624,            0.024638,           0.0043135,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.014245,           0.0038978,                   0,             0.99106,                 0.9,             0.90111,             0.64215,             0.02611,           0.0045028,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.016229,           0.0039085,                   0,             0.99178,                 0.9,             0.90127,             0.63975,            0.025441,           0.0045586,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.013535,           0.0037504,                   0,             0.99217,                 0.9,             0.90178,             0.64443,             0.02486,           0.0045443,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.014397,           0.0036502,                   0,             0.99121,                 0.9,             0.90096,             0.65134,            0.025371,           0.0046482,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.014017,           0.0043226,                   0,             0.99117,                 0.9,             0.90228,             0.64921,            0.024321,           0.0044556,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.014218,           0.0033366,                   0,             0.99194,                 0.9,              0.9025,              0.6313,            0.027303,           0.0043764,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.014507,           0.0036175,                   0,             0.99206,                 0.9,             0.90135,             0.69318,            0.023997,           0.0042982,                   0,            0.003466,            0.003466,            0.003466
                 134,             0.01417,           0.0035068,                   0,             0.99264,                 0.9,             0.90038,             0.66734,            0.024197,           0.0042329,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014233,           0.0037564,                   0,             0.99205,                 0.9,             0.89995,             0.69304,            0.023068,           0.0043383,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.013199,           0.0038378,                   0,               0.992,                 0.9,             0.90089,             0.68947,             0.02332,           0.0042725,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.013902,           0.0035354,                   0,             0.99038,                 0.9,             0.90178,             0.64979,            0.024647,           0.0043788,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.013359,           0.0039244,                   0,             0.98788,                 0.9,             0.90169,             0.66422,            0.025121,           0.0044637,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.013307,           0.0032828,                   0,             0.98763,                 0.9,             0.90135,             0.65009,            0.026121,           0.0045996,                   0,            0.003169,            0.003169,            0.003169
                 140,             0.01421,            0.003626,                   0,             0.98881,                 0.9,             0.90187,             0.64957,            0.026298,           0.0045848,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.013406,           0.0040756,                   0,             0.99232,                 0.9,             0.90197,             0.70164,            0.024611,           0.0043077,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.014166,           0.0041681,                   0,              0.9912,                 0.9,             0.90119,             0.71335,            0.022668,           0.0041542,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.012682,           0.0031183,                   0,             0.99108,                 0.9,             0.90127,              0.6363,            0.025128,           0.0041928,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.013721,           0.0037522,                   0,             0.99049,                 0.9,             0.90069,             0.69567,             0.02281,           0.0041981,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.012543,            0.003512,                   0,             0.99094,                 0.9,             0.90119,             0.64366,            0.025912,           0.0044217,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.012874,           0.0034661,                   0,              0.9914,                 0.9,             0.90127,             0.68202,            0.024788,           0.0043225,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.012719,           0.0037107,                   0,             0.99209,                 0.9,             0.90217,             0.69861,            0.023398,           0.0043173,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.012305,           0.0036766,                   0,             0.98954,                 0.9,             0.90187,             0.70537,             0.02456,           0.0044246,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.011984,           0.0035797,                   0,             0.98695,                 0.9,              0.9016,             0.68085,            0.023427,           0.0044875,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.011915,           0.0034508,                   0,             0.98457,                 0.9,             0.90228,             0.65292,            0.024564,           0.0045738,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.012466,           0.0033624,                   0,             0.98566,                 0.9,             0.90207,             0.63922,            0.024121,           0.0043659,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.012499,            0.003621,                   0,              0.9856,                 0.9,             0.90187,             0.68101,            0.023384,           0.0043674,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.012666,           0.0037861,                   0,             0.98694,                 0.9,              0.9016,              0.6688,            0.023308,           0.0042944,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.011846,           0.0034537,                   0,             0.99007,                 0.9,             0.90169,             0.69789,            0.023709,            0.004209,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.011876,           0.0031517,                   0,             0.99178,                 0.9,             0.90228,             0.65045,            0.024969,           0.0041609,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.012403,           0.0035051,                   0,             0.99298,                 0.9,             0.90262,             0.65717,            0.024345,           0.0042171,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.011553,           0.0033316,                   0,              0.9936,                 0.9,             0.90228,              0.6582,            0.024179,             0.00421,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.011637,           0.0038877,                   0,             0.99382,                 0.9,             0.90217,             0.71373,            0.021707,           0.0041456,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.011062,           0.0034924,                   0,             0.99389,                 0.9,             0.90217,             0.67839,            0.023365,           0.0042157,                   0,            0.002179,            0.002179,            0.002179
                 160,             0.01112,           0.0031276,                   0,             0.99381,                 0.9,             0.90151,             0.69289,            0.022711,            0.004046,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.011435,             0.00358,                   0,             0.99376,                 0.9,             0.90143,             0.67324,            0.023264,           0.0040827,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.010984,           0.0033913,                   0,             0.99342,                 0.9,             0.90127,             0.69118,            0.022549,           0.0040498,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.011721,           0.0035212,                   0,              0.9934,                 0.9,             0.90151,             0.67929,            0.022648,           0.0040789,                   0,            0.001981,            0.001981,            0.001981
                 164,           0.0099338,           0.0029839,                   0,             0.99385,                 0.9,             0.90169,             0.67486,            0.023592,           0.0041156,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.012188,           0.0034495,                   0,             0.99385,                 0.9,             0.90187,             0.67874,            0.023243,            0.004138,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.010812,           0.0032385,                   0,             0.99376,                 0.9,             0.90197,             0.69504,            0.023016,           0.0041056,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.010424,           0.0031275,                   0,              0.9935,                 0.9,             0.90178,              0.7098,            0.023074,           0.0041404,                   0,            0.001783,            0.001783,            0.001783
                 168,           0.0096667,           0.0031093,                   0,             0.99333,                 0.9,              0.9016,             0.67341,            0.023795,           0.0042257,                   0,           0.0017335,           0.0017335,           0.0017335
